Time, Velocity, Acceleration, Distance
5.0000000000e-06, 0.001, 0.007, 0.000
5.0000000000e-06, 0.001, 0.265, 0.000
6.0000000000e-06, 0.001, 0.009, 0.000
4.0000000000e-06, 0.001, 0.008, 0.000
6.0000000000e-06, 0.001, 0.004, 0.000
5.0000000000e-06, 0.001, 0.009, 0.000
6.0000000000e-06, 0.000, 0.005, 0.000
6.0000000000e-06, 0.001, 0.107, 0.000
4.0000000000e-06, 0.000, 0.149, 0.000
5.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
7.0000000000e-06, 0.000, 0.002, 0.000
6.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.253, 0.000
5.0000000000e-06, 0.000, 0.004, 0.000
6.0000000000e-06, 0.001, 0.115, 0.000
7.0000000000e-06, 0.000, 0.190, 0.000
5.0000000000e-06, 0.000, 0.005, 0.000
5.0000000000e-06, 0.000, 0.004, 0.000
5.0000000000e-06, 0.001, 0.147, 0.000
5.0000000000e-06, 0.000, 0.221, 0.000
6.0000000000e-06, 0.000, 0.006, 0.000
5.0000000000e-06, 0.001, 0.156, 0.000
5.0000000000e-06, 0.001, 0.035, 0.000
5.0000000000e-06, 0.001, 0.193, 0.000
7.0000000000e-06, 0.001, 0.008, 0.000
5.0000000000e-06, 0.001, 0.142, 0.000
5.0000000000e-06, 0.001, 0.211, 0.000
6.0000000000e-06, 0.001, 0.009, 0.000
6.0000000000e-06, 0.001, 0.183, 0.000
4.0000000000e-06, 0.001, 0.009, 0.000
5.0000000000e-06, 0.001, 0.008, 0.000
5.0000000000e-06, 0.001, 0.007, 0.000
6.0000000000e-06, 0.001, 0.007, 0.000
5.0000000000e-06, 0.000, 0.006, 0.000
5.0000000000e-06, 0.000, 0.006, 0.000
6.0000000000e-06, 0.001, 0.241, 0.000
6.0000000000e-06, 0.001, 0.007, 0.000
5.0000000000e-06, 0.000, 0.006, 0.000
8.0000000000e-06, 0.002, 0.135, 0.000
5.0000000000e-06, 0.000, 0.193, 0.000
7.0000000000e-06, 0.000, 0.003, 0.000
6.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.000, 0.099, 0.000
1.4200000000e-04, 0.002, 0.160, 0.000
5.0000000000e-06, 0.002, 0.160, 0.000
5.0000000000e-06, 0.000, 0.094, 0.000
6.0000000000e-06, 0.000, 0.073, 0.000
4.0000000000e-06, 0.000, 0.004, 0.000
6.0000000000e-06, 0.001, 0.125, 0.000
6.0000000000e-06, 0.000, 0.199, 0.000
6.0000000000e-06, 0.000, 0.005, 0.000
5.0000000000e-06, 0.001, 0.103, 0.000
5.0000000000e-06, 0.000, 0.142, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
6.0000000000e-06, 0.000, 0.011, 0.000
5.0000000000e-06, 0.001, 0.080, 0.000
4.0000000000e-06, 0.000, 0.133, 0.000
5.0000000000e-06, 0.002, 0.192, 0.000
4.0000000000e-06, 0.001, 0.073, 0.000
5.0000000000e-06, 0.001, 0.163, 0.000
6.0000000000e-06, 0.001, 0.001, 0.000
4.0000000000e-06, 0.001, 0.114, 0.000
4.0000000000e-06, 0.001, 0.178, 0.000
5.0000000000e-06, 0.001, 0.006, 0.000
7.0000000000e-06, 0.000, 0.007, 0.000
5.0000000000e-06, 0.000, 0.010, 0.000
4.0000000000e-06, 0.000, 0.005, 0.000
4.0000000000e-06, 0.000, 0.004, 0.000
4.0000000000e-06, 0.000, 0.004, 0.000
5.0000000000e-06, 0.000, 0.004, 0.000
5.0000000000e-06, 0.000, 0.004, 0.000
7.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.001, 0.089, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
7.0000000000e-06, 0.000, 0.000, 0.000
6.0000000000e-06, 0.002, 0.194, 0.000
7.0000000000e-06, 0.000, 0.266, 0.000
6.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.002, 0.139, 0.000
7.0000000000e-06, 0.000, 0.192, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
6.0000000000e-06, 0.001, 0.111, 0.000
6.0000000000e-06, 0.000, 0.144, 0.000
7.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.001, 0.095, 0.000
5.0000000000e-06, 0.001, 0.141, 0.000
6.0000000000e-06, 0.000, 0.139, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.002, 0.155, 0.000
6.0000000000e-06, 0.000, 0.235, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
7.0000000000e-06, 0.000, 0.003, 0.000
4.0000000000e-06, 0.002, 0.175, 0.000
6.0000000000e-06, 0.000, 0.004, 0.000
4.0000000000e-06, 0.000, 0.004, 0.000
5.0000000000e-06, 0.000, 0.003, 0.000
4.0000000000e-06, 0.000, 0.004, 0.000
5.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.001, 0.079, 0.000
5.0000000000e-06, 0.000, 0.103, 0.000
6.0000000000e-06, 0.000, 0.001, 0.000
6.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
6.0000000000e-06, 0.000, 0.001, 0.000
6.0000000000e-06, 0.000, 0.000, 0.000
7.0000000000e-06, 0.001, 0.107, 0.000
5.0000000000e-06, 0.000, 0.139, 0.000
7.0000000000e-06, 0.001, 0.095, 0.000
5.0000000000e-06, 0.002, 0.223, 0.000
7.0000000000e-06, 0.000, 0.223, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
6.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
7.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
8.0000000000e-06, 0.000, 0.000, 0.000
6.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
6.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
6.0000000000e-06, 0.000, 0.001, 0.000
7.0000000000e-06, 0.000, 0.000, 0.000
6.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
6.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.001, 0.119, 0.000
5.0000000000e-06, 0.000, 0.201, 0.000
7.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.151, 0.000
7.0000000000e-06, 0.000, 0.001, 0.000
6.0000000000e-06, 0.001, 0.129, 0.000
5.0000000000e-06, 0.001, 0.129, 0.000
7.0000000000e-06, 0.000, 0.133, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.001, 0.001, 0.000
5.0000000000e-06, 0.000, 0.189, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.001, 0.067, 0.000
6.0000000000e-06, 0.001, 0.155, 0.000
7.0000000000e-06, 0.000, 0.174, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.001, 0.125, 0.000
6.0000000000e-06, 0.000, 0.172, 0.000
6.0000000000e-06, 0.000, 0.001, 0.000
6.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
6.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.002, 0.173, 0.000
5.0000000000e-06, 0.000, 0.250, 0.000
6.0000000000e-06, 0.000, 0.003, 0.000
6.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.001, 0.088, 0.000
7.0000000000e-06, 0.000, 0.004, 0.000
5.0000000000e-06, 0.002, 0.004, 0.000
5.0000000000e-06, 0.001, 0.276, 0.000
6.0000000000e-06, 0.000, 0.018, 0.000
4.0000000000e-06, 0.000, 0.005, 0.000
6.0000000000e-06, 0.001, 0.147, 0.000
4.0000000000e-06, 0.001, 0.226, 0.000
6.0000000000e-06, 0.001, 0.013, 0.000
6.0000000000e-06, 0.000, 0.005, 0.000
5.0000000000e-06, 0.000, 0.005, 0.000
6.0000000000e-06, 0.000, 0.001, 0.000
6.0000000000e-06, 0.000, 0.008, 0.000
6.0000000000e-06, 0.001, 0.160, 0.000
5.0000000000e-06, 0.000, 0.234, 0.000
6.0000000000e-06, 0.000, 0.006, 0.000
5.0000000000e-06, 0.001, 0.182, 0.000
7.0000000000e-06, 0.001, 0.007, 0.000
6.0000000000e-06, 0.000, 0.006, 0.000
6.0000000000e-06, 0.000, 0.006, 0.000
5.0000000000e-06, 0.000, 0.005, 0.000
5.0000000000e-06, 0.000, 0.005, 0.000
6.0000000000e-06, 0.000, 0.004, 0.000
5.0000000000e-06, 0.000, 0.004, 0.000
6.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.000, 0.003, 0.000
6.0000000000e-06, 0.000, 0.003, 0.000
6.0000000000e-06, 0.000, 0.002, 0.000
6.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.002, 0.143, 0.000
7.0000000000e-06, 0.000, 0.004, 0.000
5.0000000000e-06, 0.000, 0.009, 0.000
6.0000000000e-06, 0.000, 0.009, 0.000
5.0000000000e-06, 0.000, 0.099, 0.000
5.0000000000e-06, 0.002, 0.126, 0.000
6.0000000000e-06, 0.002, 0.126, 0.000
6.0000000000e-06, 0.001, 0.156, 0.000
5.0000000000e-06, 0.000, 0.110, 0.000
5.0000000000e-06, 0.002, 0.138, 0.000
5.0000000000e-06, 0.001, 0.146, 0.000
4.0000000000e-06, 0.000, 0.084, 0.000
5.0000000000e-06, 0.001, 0.089, 0.000
5.0000000000e-06, 0.001, 0.136, 0.000
5.0000000000e-06, 0.000, 0.132, 0.000
6.0000000000e-06, 0.002, 0.201, 0.000
5.0000000000e-06, 0.002, 0.201, 0.000
4.0000000000e-06, 0.001, 0.165, 0.000
5.0000000000e-06, 0.000, 0.006, 0.000
5.0000000000e-06, 0.001, 0.116, 0.000
6.0000000000e-06, 0.001, 0.186, 0.000
5.0000000000e-06, 0.001, 0.006, 0.000
5.0000000000e-06, 0.000, 0.006, 0.000
5.0000000000e-06, 0.001, 0.018, 0.000
8.0000000000e-06, 0.000, 0.004, 0.000
4.0000000000e-06, 0.000, 0.004, 0.000
6.0000000000e-06, 0.000, 0.004, 0.000
7.0000000000e-06, 0.000, 0.217, 0.000
4.0000000000e-06, 0.000, 0.006, 0.000
6.0000000000e-06, 0.000, 0.005, 0.000
6.0000000000e-06, 0.002, 0.177, 0.000
4.0000000000e-06, 0.001, 0.248, 0.000
5.0000000000e-06, 0.001, 0.052, 0.000
4.0000000000e-06, 0.000, 0.090, 0.000
5.0000000000e-06, 0.000, 0.092, 0.000
6.0000000000e-06, 0.001, 0.018, 0.000
4.0000000000e-06, 0.000, 0.018, 0.000
5.0000000000e-06, 0.000, 0.050, 0.000
5.0000000000e-06, 0.000, 0.005, 0.000
6.0000000000e-06, 0.001, 0.106, 0.000
5.0000000000e-06, 0.000, 0.177, 0.000
6.0000000000e-06, 0.000, 0.005, 0.000
5.0000000000e-06, 0.000, 0.005, 0.000
6.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.004, 0.000
6.0000000000e-06, 0.000, 0.003, 0.000
6.0000000000e-06, 0.001, 0.143, 0.000
7.0000000000e-06, 0.000, 0.220, 0.000
6.0000000000e-06, 0.000, 0.005, 0.000
6.0000000000e-06, 0.000, 0.004, 0.000
6.0000000000e-06, 0.000, 0.004, 0.000
6.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
6.0000000000e-06, 0.000, 0.003, 0.000
6.0000000000e-06, 0.000, 0.003, 0.000
7.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
6.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
6.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
6.0000000000e-06, 0.000, 0.001, 0.000
6.0000000000e-06, 0.000, 0.001, 0.000
6.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.002, 0.175, 0.000
6.0000000000e-06, 0.000, 0.252, 0.000
4.0000000000e-06, 0.002, 0.172, 0.000
5.0000000000e-06, 0.001, 0.054, 0.000
5.0000000000e-06, 0.001, 0.184, 0.000
4.0000000000e-06, 0.001, 0.006, 0.000
5.0000000000e-06, 0.000, 0.006, 0.000
6.0000000000e-06, 0.000, 0.082, 0.000
6.0000000000e-06, 0.000, 0.004, 0.000
4.0000000000e-06, 0.002, 0.190, 0.000
4.0000000000e-06, 0.000, 0.259, 0.000
4.0000000000e-06, 0.000, 0.006, 0.000
5.0000000000e-06, 0.001, 0.045, 0.000
4.0000000000e-06, 0.001, 0.097, 0.000
7.0000000000e-06, 0.000, 0.115, 0.000
4.0000000000e-06, 0.001, 0.043, 0.000
5.0000000000e-06, 0.001, 0.101, 0.000
4.0000000000e-06, 0.000, 0.123, 0.000
4.0000000000e-06, 0.000, 0.005, 0.000
6.0000000000e-06, 0.001, 0.062, 0.000
6.0000000000e-06, 0.001, 0.178, 0.000
5.0000000000e-06, 0.000, 0.198, 0.000
6.0000000000e-06, 0.000, 0.005, 0.000
5.0000000000e-06, 0.002, 0.186, 0.000
7.0000000000e-06, 0.000, 0.006, 0.000
5.0000000000e-06, 0.000, 0.006, 0.000
6.0000000000e-06, 0.002, 0.135, 0.000
6.0000000000e-06, 0.000, 0.191, 0.000
5.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.001, 0.078, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.036, 0.000
5.0000000000e-06, 0.000, 0.043, 0.000
7.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.007, 0.000
5.0000000000e-06, 0.000, 0.008, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.002, 0.161, 0.000
6.0000000000e-06, 0.002, 0.161, 0.000
7.0000000000e-06, 0.000, 0.179, 0.000
6.0000000000e-06, 0.000, 0.004, 0.000
6.0000000000e-06, 0.001, 0.140, 0.000
5.0000000000e-06, 0.000, 0.215, 0.000
6.0000000000e-06, 0.001, 0.040, 0.000
7.0000000000e-06, 0.001, 0.152, 0.000
6.0000000000e-06, 0.001, 0.188, 0.000
7.0000000000e-06, 0.000, 0.006, 0.000
5.0000000000e-06, 0.000, 0.005, 0.000
5.0000000000e-06, 0.000, 0.005, 0.000
6.0000000000e-06, 0.000, 0.005, 0.000
5.0000000000e-06, 0.000, 0.003, 0.000
6.0000000000e-06, 0.000, 0.004, 0.000
7.0000000000e-06, 0.000, 0.003, 0.000
6.0000000000e-06, 0.000, 0.003, 0.000
6.0000000000e-06, 0.000, 0.003, 0.000
6.0000000000e-06, 0.000, 0.002, 0.000
6.0000000000e-06, 0.000, 0.002, 0.000
6.0000000000e-06, 0.000, 0.002, 0.000
6.0000000000e-06, 0.000, 0.001, 0.000
6.0000000000e-06, 0.000, 0.001, 0.000
6.0000000000e-06, 0.000, 0.001, 0.000
6.0000000000e-06, 0.000, 0.002, 0.000
6.0000000000e-06, 0.000, 0.001, 0.000
6.0000000000e-06, 0.000, 0.001, 0.000
6.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.240, 0.000
5.0000000000e-06, 0.001, 0.079, 0.000
6.0000000000e-06, 0.001, 0.079, 0.000
6.0000000000e-06, 0.001, 0.121, 0.000
6.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.005, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.003, 0.000
7.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
6.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
7.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
6.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
6.0000000000e-06, 0.000, 0.004, 0.000
5.0000000000e-06, 0.000, 0.005, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
6.0000000000e-06, 0.000, 0.000, 0.000
6.0000000000e-06, 0.000, 0.001, 0.000
7.0000000000e-06, 0.000, 0.001, 0.000
7.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
6.0000000000e-06, 0.000, 0.000, 0.000
6.0000000000e-06, 0.000, 0.001, 0.000
7.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
7.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.002, 0.153, 0.000
5.0000000000e-06, 0.000, 0.234, 0.000
6.0000000000e-06, 0.000, 0.002, 0.000
6.0000000000e-06, 0.002, 0.190, 0.000
6.0000000000e-06, 0.000, 0.005, 0.000
5.0000000000e-06, 0.000, 0.004, 0.000
5.0000000000e-06, 0.000, 0.004, 0.000
6.0000000000e-06, 0.000, 0.003, 0.000
4.0000000000e-06, 0.000, 0.004, 0.000
5.0000000000e-06, 0.000, 0.003, 0.000
6.0000000000e-06, 0.000, 0.002, 0.000
6.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.001, 0.064, 0.000
6.0000000000e-06, 0.000, 0.123, 0.000
6.0000000000e-06, 0.002, 0.202, 0.000
7.0000000000e-06, 0.002, 0.202, 0.000
6.0000000000e-06, 0.001, 0.126, 0.000
4.0000000000e-06, 0.001, 0.006, 0.000
5.0000000000e-06, 0.001, 0.100, 0.000
6.0000000000e-06, 0.000, 0.140, 0.000
5.0000000000e-06, 0.000, 0.004, 0.000
5.0000000000e-06, 0.000, 0.003, 0.000
7.0000000000e-06, 0.000, 0.004, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.003, 0.000
6.0000000000e-06, 0.001, 0.079, 0.000
7.0000000000e-06, 0.000, 0.102, 0.000
6.0000000000e-06, 0.000, 0.001, 0.000
6.0000000000e-06, 0.000, 0.030, 0.000
7.0000000000e-06, 0.000, 0.036, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
6.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
6.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
6.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
8.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
6.0000000000e-06, 0.000, 0.000, 0.000
8.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
6.0000000000e-06, 0.000, 0.000, 0.000
6.0000000000e-06, 0.001, 0.079, 0.000
6.0000000000e-06, 0.000, 0.097, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.042, 0.000
5.0000000000e-06, 0.001, 0.117, 0.000
6.0000000000e-06, 0.000, 0.163, 0.000
7.0000000000e-06, 0.002, 0.199, 0.000
6.0000000000e-06, 0.001, 0.063, 0.000
6.0000000000e-06, 0.000, 0.200, 0.000
6.0000000000e-06, 0.000, 0.005, 0.000
6.0000000000e-06, 0.000, 0.004, 0.000
5.0000000000e-06, 0.001, 0.046, 0.000
6.0000000000e-06, 0.000, 0.003, 0.000
4.0000000000e-06, 0.000, 0.003, 0.000
6.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.003, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.265, 0.000
5.0000000000e-06, 0.000, 0.005, 0.000
5.0000000000e-06, 0.001, 0.088, 0.000
5.0000000000e-06, 0.000, 0.118, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
6.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.001, 0.062, 0.000
6.0000000000e-06, 0.000, 0.078, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.002, 0.191, 0.000
5.0000000000e-06, 0.000, 0.265, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.003, 0.000
6.0000000000e-06, 0.001, 0.130, 0.000
5.0000000000e-06, 0.000, 0.208, 0.000
6.0000000000e-06, 0.000, 0.005, 0.000
4.0000000000e-06, 0.000, 0.004, 0.000
4.0000000000e-06, 0.000, 0.249, 0.000
6.0000000000e-06, 0.000, 0.249, 0.000
7.0000000000e-06, 0.001, 0.174, 0.000
5.0000000000e-06, 0.001, 0.037, 0.000
6.0000000000e-06, 0.001, 0.008, 0.000
6.0000000000e-06, 0.001, 0.008, 0.000
5.0000000000e-06, 0.001, 0.007, 0.000
6.0000000000e-06, 0.001, 0.006, 0.000
5.0000000000e-06, 0.000, 0.007, 0.000
6.0000000000e-06, 0.000, 0.005, 0.000
6.0000000000e-06, 0.000, 0.005, 0.000
4.0000000000e-06, 0.000, 0.004, 0.000
5.0000000000e-06, 0.000, 0.004, 0.000
6.0000000000e-06, 0.001, 0.142, 0.000
4.0000000000e-06, 0.000, 0.217, 0.000
5.0000000000e-06, 0.000, 0.005, 0.000
6.0000000000e-06, 0.000, 0.098, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.004, 0.000
6.0000000000e-06, 0.000, 0.003, 0.000
6.0000000000e-06, 0.000, 0.003, 0.000
6.0000000000e-06, 0.000, 0.002, 0.000
6.0000000000e-06, 0.000, 0.042, 0.000
6.0000000000e-06, 0.000, 0.053, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.028, 0.000
6.0000000000e-06, 0.001, 0.128, 0.000
4.0000000000e-06, 0.000, 0.183, 0.000
6.0000000000e-06, 0.000, 0.003, 0.000
6.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.002, 0.150, 0.000
4.0000000000e-06, 0.000, 0.229, 0.000
5.0000000000e-06, 0.001, 0.109, 0.000
7.0000000000e-06, 0.001, 0.153, 0.000
7.0000000000e-06, 0.000, 0.125, 0.000
6.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.001, 0.108, 0.000
6.0000000000e-06, 0.000, 0.146, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
6.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
6.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.049, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
6.0000000000e-06, 0.000, 0.000, 0.000
6.0000000000e-06, 0.000, 0.000, 0.000
7.0000000000e-06, 0.000, 0.000, 0.000
7.0000000000e-06, 0.000, 0.020, 0.000
5.0000000000e-06, 0.000, 0.023, 0.000
6.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
6.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.001, 0.134, 0.000
4.0000000000e-06, 0.000, 0.178, 0.000
6.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
6.0000000000e-06, 0.001, 0.087, 0.000
5.0000000000e-06, 0.000, 0.165, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
6.0000000000e-06, 0.002, 0.133, 0.000
5.0000000000e-06, 0.000, 0.214, 0.000
6.0000000000e-06, 0.000, 0.003, 0.000
6.0000000000e-06, 0.000, 0.003, 0.000
6.0000000000e-06, 0.002, 0.176, 0.000
5.0000000000e-06, 0.000, 0.005, 0.000
5.0000000000e-06, 0.000, 0.004, 0.000
6.0000000000e-06, 0.000, 0.004, 0.000
5.0000000000e-06, 0.000, 0.004, 0.000
4.0000000000e-06, 0.000, 0.003, 0.000
6.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.002, 0.177, 0.000
5.0000000000e-06, 0.001, 0.068, 0.000
5.0000000000e-06, 0.001, 0.161, 0.000
6.0000000000e-06, 0.001, 0.003, 0.000
6.0000000000e-06, 0.001, 0.003, 0.000
6.0000000000e-06, 0.001, 0.109, 0.000
5.0000000000e-06, 0.000, 0.006, 0.000
6.0000000000e-06, 0.002, 0.121, 0.000
4.0000000000e-06, 0.000, 0.170, 0.000
