Time, Velocity, Acceleration, Distance
4.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.014, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.070, 0.000
4.0000000000e-06, 0.001, 0.161, 0.000
4.0000000000e-06, 0.000, 0.211, 0.000
5.0000000000e-06, 0.001, 0.211, 0.000
4.0000000000e-06, 0.000, 0.194, 0.000
4.0000000000e-06, 0.000, 0.004, 0.000
5.0000000000e-06, 0.000, 0.004, 0.000
5.0000000000e-06, 0.000, 0.004, 0.000
3.0000000000e-06, 0.000, 0.003, 0.000
4.0000000000e-06, 0.000, 0.003, 0.000
4.0000000000e-06, 0.000, 0.003, 0.000
3.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
6.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
3.0000000000e-06, 0.000, 0.001, 0.000
3.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
3.0000000000e-06, 0.000, 0.001, 0.000
2.0000000000e-06, 0.000, 0.001, 0.000
3.0000000000e-06, 0.000, 0.001, 0.000
2.0000000000e-06, 0.000, 0.001, 0.000
2.0000000000e-06, 0.000, 0.001, 0.000
2.0000000000e-06, 0.000, 0.001, 0.000
3.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.002, 0.176, 0.000
3.0000000000e-06, 0.000, 0.208, 0.000
2.0000000000e-06, 0.000, 0.208, 0.000
5.0000000000e-06, 0.000, 0.208, 0.000
4.0000000000e-06, 0.000, 0.003, 0.000
4.0000000000e-06, 0.001, 0.094, 0.000
3.0000000000e-06, 0.001, 0.094, 0.000
4.0000000000e-06, 0.000, 0.059, 0.000
4.0000000000e-06, 0.001, 0.027, 0.000
4.0000000000e-06, 0.000, 0.132, 0.000
4.0000000000e-06, 0.001, 0.129, 0.000
3.0000000000e-06, 0.000, 0.205, 0.000
4.0000000000e-06, 0.000, 0.005, 0.000
3.0000000000e-06, 0.000, 0.001, 0.000
3.0000000000e-06, 0.000, 0.009, 0.000
4.0000000000e-06, 0.000, 0.003, 0.000
4.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.000, 0.004, 0.000
3.0000000000e-06, 0.000, 0.003, 0.000
4.0000000000e-06, 0.000, 0.003, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
3.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
3.0000000000e-06, 0.000, 0.001, 0.000
3.0000000000e-06, 0.000, 0.001, 0.000
3.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
3.0000000000e-06, 0.000, 0.001, 0.000
3.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.001, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.001, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
6.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
3.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
3.0000000000e-06, 0.000, 0.001, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
