Time, Velocity, Acceleration, Distance
5.0000000000e-06, 0.000, 0.247, 0.000
4.0000000000e-06, 0.000, 0.004, 0.000
4.0000000000e-06, 0.001, 0.062, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
3.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
3.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.035, 0.000
3.0000000000e-06, 0.000, 0.035, 0.000
5.0000000000e-06, 0.000, 0.214, 0.000
4.0000000000e-06, 0.000, 0.003, 0.000
4.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.000, 0.003, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.003, 0.000
3.0000000000e-06, 0.000, 0.001, 0.000
3.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
3.0000000000e-06, 0.000, 0.019, 0.000
3.0000000000e-06, 0.000, 0.001, 0.000
3.0000000000e-06, 0.000, 0.026, 0.000
4.0000000000e-06, 0.000, 0.026, 0.000
3.0000000000e-06, 0.000, 0.119, 0.000
5.0000000000e-06, 0.002, 0.188, 0.000
5.0000000000e-06, 0.002, 0.188, 0.000
5.0000000000e-06, 0.001, 0.061, 0.000
4.0000000000e-06, 0.000, 0.006, 0.000
5.0000000000e-06, 0.001, 0.189, 0.000
4.0000000000e-06, 0.001, 0.255, 0.000
5.0000000000e-06, 0.001, 0.007, 0.000
3.0000000000e-06, 0.001, 0.008, 0.000
4.0000000000e-06, 0.000, 0.006, 0.000
5.0000000000e-06, 0.000, 0.005, 0.000
4.0000000000e-06, 0.000, 0.005, 0.000
4.0000000000e-06, 0.001, 0.143, 0.000
5.0000000000e-06, 0.001, 0.217, 0.000
4.0000000000e-06, 0.000, 0.004, 0.000
4.0000000000e-06, 0.001, 0.012, 0.000
4.0000000000e-06, 0.001, 0.117, 0.000
3.0000000000e-06, 0.001, 0.173, 0.000
5.0000000000e-06, 0.000, 0.006, 0.000
4.0000000000e-06, 0.001, 0.077, 0.000
4.0000000000e-06, 0.001, 0.135, 0.000
4.0000000000e-06, 0.000, 0.006, 0.000
4.0000000000e-06, 0.001, 0.168, 0.000
5.0000000000e-06, 0.001, 0.238, 0.000
3.0000000000e-06, 0.001, 0.007, 0.000
4.0000000000e-06, 0.001, 0.007, 0.000
4.0000000000e-06, 0.001, 0.259, 0.000
3.0000000000e-06, 0.001, 0.008, 0.000
4.0000000000e-06, 0.001, 0.006, 0.000
5.0000000000e-06, 0.000, 0.006, 0.000
4.0000000000e-06, 0.000, 0.006, 0.000
3.0000000000e-06, 0.000, 0.006, 0.000
3.0000000000e-06, 0.002, 0.197, 0.000
4.0000000000e-06, 0.001, 0.261, 0.000
5.0000000000e-06, 0.000, 0.005, 0.000
4.0000000000e-06, 0.000, 0.007, 0.000
4.0000000000e-06, 0.001, 0.012, 0.000
3.0000000000e-06, 0.000, 0.004, 0.000
5.0000000000e-06, 0.000, 0.004, 0.000
4.0000000000e-06, 0.000, 0.004, 0.000
4.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.000, 0.010, 0.000
5.0000000000e-06, 0.000, 0.015, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
6.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.001, 0.135, 0.000
4.0000000000e-06, 0.000, 0.182, 0.000
4.0000000000e-06, 0.000, 0.035, 0.000
4.0000000000e-06, 0.001, 0.085, 0.000
5.0000000000e-06, 0.000, 0.125, 0.000
3.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.012, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.002, 0.195, 0.000
3.0000000000e-06, 0.000, 0.267, 0.000
3.0000000000e-06, 0.000, 0.018, 0.000
4.0000000000e-06, 0.001, 0.080, 0.000
5.0000000000e-06, 0.000, 0.124, 0.000
5.0000000000e-06, 0.000, 0.004, 0.000
3.0000000000e-06, 0.000, 0.003, 0.000
4.0000000000e-06, 0.001, 0.117, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
3.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.001, 0.107, 0.000
3.0000000000e-06, 0.000, 0.137, 0.000
4.0000000000e-06, 0.002, 0.180, 0.000
5.0000000000e-06, 0.002, 0.180, 0.000
5.0000000000e-06, 0.000, 0.125, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.001, 0.083, 0.000
5.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.002, 0.181, 0.000
4.0000000000e-06, 0.000, 0.254, 0.000
4.0000000000e-06, 0.002, 0.207, 0.000
5.0000000000e-06, 0.002, 0.207, 0.000
4.0000000000e-06, 0.001, 0.083, 0.000
6.0000000000e-06, 0.001, 0.007, 0.000
5.0000000000e-06, 0.001, 0.007, 0.000
4.0000000000e-06, 0.001, 0.189, 0.000
6.0000000000e-06, 0.001, 0.007, 0.000
4.0000000000e-06, 0.001, 0.007, 0.000
5.0000000000e-06, 0.001, 0.099, 0.000
5.0000000000e-06, 0.001, 0.164, 0.000
4.0000000000e-06, 0.001, 0.007, 0.000
4.0000000000e-06, 0.001, 0.128, 0.000
4.0000000000e-06, 0.001, 0.199, 0.000
4.0000000000e-06, 0.001, 0.008, 0.000
4.0000000000e-06, 0.001, 0.007, 0.000
4.0000000000e-06, 0.001, 0.138, 0.000
5.0000000000e-06, 0.001, 0.209, 0.000
5.0000000000e-06, 0.001, 0.008, 0.000
4.0000000000e-06, 0.001, 0.236, 0.000
5.0000000000e-06, 0.001, 0.009, 0.000
4.0000000000e-06, 0.001, 0.008, 0.000
4.0000000000e-06, 0.001, 0.022, 0.000
5.0000000000e-06, 0.000, 0.040, 0.000
4.0000000000e-06, 0.000, 0.006, 0.000
4.0000000000e-06, 0.001, 0.167, 0.000
3.0000000000e-06, 0.000, 0.068, 0.000
4.0000000000e-06, 0.001, 0.137, 0.000
5.0000000000e-06, 0.002, 0.127, 0.000
4.0000000000e-06, 0.001, 0.268, 0.000
4.0000000000e-06, 0.001, 0.213, 0.000
5.0000000000e-06, 0.000, 0.006, 0.000
4.0000000000e-06, 0.000, 0.006, 0.000
4.0000000000e-06, 0.000, 0.005, 0.000
3.0000000000e-06, 0.000, 0.004, 0.000
4.0000000000e-06, 0.000, 0.004, 0.000
5.0000000000e-06, 0.000, 0.004, 0.000
5.0000000000e-06, 0.000, 0.003, 0.000
4.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
3.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.002, 0.135, 0.000
5.0000000000e-06, 0.000, 0.218, 0.000
4.0000000000e-06, 0.001, 0.082, 0.000
3.0000000000e-06, 0.001, 0.211, 0.000
3.0000000000e-06, 0.000, 0.211, 0.000
4.0000000000e-06, 0.000, 0.004, 0.000
4.0000000000e-06, 0.000, 0.004, 0.000
5.0000000000e-06, 0.000, 0.076, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.009, 0.000
5.0000000000e-06, 0.001, 0.077, 0.000
4.0000000000e-06, 0.000, 0.132, 0.000
4.0000000000e-06, 0.000, 0.004, 0.000
4.0000000000e-06, 0.001, 0.130, 0.000
4.0000000000e-06, 0.000, 0.207, 0.000
4.0000000000e-06, 0.001, 0.061, 0.000
5.0000000000e-06, 0.001, 0.115, 0.000
3.0000000000e-06, 0.000, 0.124, 0.000
4.0000000000e-06, 0.000, 0.004, 0.000
4.0000000000e-06, 0.000, 0.004, 0.000
4.0000000000e-06, 0.000, 0.004, 0.000
5.0000000000e-06, 0.000, 0.003, 0.000
4.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.001, 0.110, 0.000
4.0000000000e-06, 0.000, 0.186, 0.000
4.0000000000e-06, 0.000, 0.004, 0.000
5.0000000000e-06, 0.002, 0.191, 0.000
4.0000000000e-06, 0.000, 0.258, 0.000
3.0000000000e-06, 0.000, 0.006, 0.000
3.0000000000e-06, 0.000, 0.005, 0.000
3.0000000000e-06, 0.000, 0.030, 0.000
4.0000000000e-06, 0.000, 0.004, 0.000
5.0000000000e-06, 0.000, 0.004, 0.000
4.0000000000e-06, 0.002, 0.132, 0.000
5.0000000000e-06, 0.000, 0.181, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
3.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.014, 0.000
4.0000000000e-06, 0.000, 0.016, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
3.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
5.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.002, 0.185, 0.000
5.0000000000e-06, 0.000, 0.260, 0.000
4.0000000000e-06, 0.002, 0.192, 0.000
4.0000000000e-06, 0.000, 0.093, 0.000
4.0000000000e-06, 0.001, 0.115, 0.000
4.0000000000e-06, 0.001, 0.191, 0.000
4.0000000000e-06, 0.000, 0.079, 0.000
4.0000000000e-06, 0.001, 0.137, 0.000
3.0000000000e-06, 0.001, 0.008, 0.000
4.0000000000e-06, 0.001, 0.041, 0.000
4.0000000000e-06, 0.001, 0.137, 0.000
4.0000000000e-06, 0.001, 0.165, 0.000
4.0000000000e-06, 0.001, 0.007, 0.000
4.0000000000e-06, 0.001, 0.187, 0.000
5.0000000000e-06, 0.001, 0.252, 0.000
4.0000000000e-06, 0.001, 0.007, 0.000
4.0000000000e-06, 0.001, 0.007, 0.000
4.0000000000e-06, 0.000, 0.006, 0.000
4.0000000000e-06, 0.000, 0.005, 0.000
4.0000000000e-06, 0.000, 0.005, 0.000
4.0000000000e-06, 0.001, 0.112, 0.000
5.0000000000e-06, 0.001, 0.183, 0.000
4.0000000000e-06, 0.002, 0.199, 0.000
4.0000000000e-06, 0.001, 0.050, 0.000
4.0000000000e-06, 0.001, 0.205, 0.000
4.0000000000e-06, 0.001, 0.009, 0.000
5.0000000000e-06, 0.001, 0.008, 0.000
5.0000000000e-06, 0.001, 0.252, 0.000
5.0000000000e-06, 0.001, 0.009, 0.000
5.0000000000e-06, 0.001, 0.009, 0.000
3.0000000000e-06, 0.001, 0.126, 0.000
5.0000000000e-06, 0.001, 0.008, 0.000
4.0000000000e-06, 0.001, 0.038, 0.000
5.0000000000e-06, 0.001, 0.038, 0.000
5.0000000000e-06, 0.001, 0.117, 0.000
5.0000000000e-06, 0.002, 0.116, 0.000
3.0000000000e-06, 0.002, 0.116, 0.000
6.0000000000e-06, 0.001, 0.154, 0.000
5.0000000000e-06, 0.000, 0.111, 0.000
4.0000000000e-06, 0.001, 0.104, 0.000
3.0000000000e-06, 0.000, 0.142, 0.000
4.0000000000e-06, 0.000, 0.003, 0.000
4.0000000000e-06, 0.000, 0.021, 0.000
4.0000000000e-06, 0.001, 0.130, 0.000
4.0000000000e-06, 0.000, 0.188, 0.000
5.0000000000e-06, 0.000, 0.004, 0.000
3.0000000000e-06, 0.002, 0.130, 0.000
4.0000000000e-06, 0.000, 0.177, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
3.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.239, 0.000
3.0000000000e-06, 0.000, 0.003, 0.000
4.0000000000e-06, 0.000, 0.003, 0.000
6.0000000000e-06, 0.002, 0.164, 0.000
3.0000000000e-06, 0.000, 0.239, 0.000
3.0000000000e-06, 0.000, 0.005, 0.000
5.0000000000e-06, 0.000, 0.004, 0.000
4.0000000000e-06, 0.000, 0.259, 0.000
3.0000000000e-06, 0.000, 0.006, 0.000
3.0000000000e-06, 0.001, 0.132, 0.000
5.0000000000e-06, 0.001, 0.204, 0.000
4.0000000000e-06, 0.001, 0.007, 0.000
4.0000000000e-06, 0.000, 0.006, 0.000
5.0000000000e-06, 0.000, 0.005, 0.000
5.0000000000e-06, 0.000, 0.005, 0.000
5.0000000000e-06, 0.000, 0.004, 0.000
3.0000000000e-06, 0.000, 0.004, 0.000
4.0000000000e-06, 0.000, 0.004, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
3.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
3.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.038, 0.000
4.0000000000e-06, 0.000, 0.038, 0.000
5.0000000000e-06, 0.000, 0.081, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.155, 0.000
5.0000000000e-06, 0.000, 0.003, 0.000
4.0000000000e-06, 0.002, 0.158, 0.000
4.0000000000e-06, 0.000, 0.234, 0.000
4.0000000000e-06, 0.000, 0.006, 0.000
5.0000000000e-06, 0.000, 0.003, 0.000
4.0000000000e-06, 0.000, 0.003, 0.000
3.0000000000e-06, 0.000, 0.003, 0.000
4.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.000, 0.028, 0.000
5.0000000000e-06, 0.000, 0.038, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
3.0000000000e-06, 0.001, 0.062, 0.000
6.0000000000e-06, 0.001, 0.163, 0.000
5.0000000000e-06, 0.000, 0.188, 0.000
3.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.002, 0.147, 0.000
5.0000000000e-06, 0.000, 0.004, 0.000
5.0000000000e-06, 0.000, 0.014, 0.000
5.0000000000e-06, 0.000, 0.023, 0.000
4.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
3.0000000000e-06, 0.001, 0.053, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.138, 0.000
4.0000000000e-06, 0.000, 0.003, 0.000
4.0000000000e-06, 0.000, 0.003, 0.000
3.0000000000e-06, 0.000, 0.047, 0.000
5.0000000000e-06, 0.000, 0.004, 0.000
3.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.001, 0.126, 0.000
4.0000000000e-06, 0.000, 0.171, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.002, 0.180, 0.000
5.0000000000e-06, 0.000, 0.255, 0.000
4.0000000000e-06, 0.000, 0.003, 0.000
4.0000000000e-06, 0.002, 0.202, 0.000
4.0000000000e-06, 0.000, 0.268, 0.000
4.0000000000e-06, 0.000, 0.004, 0.000
5.0000000000e-06, 0.000, 0.005, 0.000
4.0000000000e-06, 0.001, 0.031, 0.000
5.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.001, 0.068, 0.000
4.0000000000e-06, 0.000, 0.129, 0.000
5.0000000000e-06, 0.001, 0.125, 0.000
5.0000000000e-06, 0.000, 0.127, 0.000
3.0000000000e-06, 0.000, 0.071, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.001, 0.086, 0.000
5.0000000000e-06, 0.000, 0.155, 0.000
5.0000000000e-06, 0.000, 0.003, 0.000
4.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.001, 0.069, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.001, 0.117, 0.000
4.0000000000e-06, 0.000, 0.154, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.002, 0.181, 0.000
4.0000000000e-06, 0.000, 0.258, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.001, 0.085, 0.000
4.0000000000e-06, 0.000, 0.110, 0.000
4.0000000000e-06, 0.000, 0.000, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.002, 0.153, 0.000
3.0000000000e-06, 0.000, 0.234, 0.000
3.0000000000e-06, 0.000, 0.003, 0.000
6.0000000000e-06, 0.001, 0.040, 0.000
5.0000000000e-06, 0.000, 0.051, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
3.0000000000e-06, 0.000, 0.001, 0.000
3.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.001, 0.130, 0.000
4.0000000000e-06, 0.000, 0.174, 0.000
4.0000000000e-06, 0.002, 0.170, 0.000
5.0000000000e-06, 0.002, 0.170, 0.000
4.0000000000e-06, 0.000, 0.102, 0.000
4.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.001, 0.113, 0.000
5.0000000000e-06, 0.000, 0.188, 0.000
5.0000000000e-06, 0.000, 0.005, 0.000
5.0000000000e-06, 0.000, 0.004, 0.000
4.0000000000e-06, 0.002, 0.199, 0.000
4.0000000000e-06, 0.001, 0.264, 0.000
4.0000000000e-06, 0.000, 0.005, 0.000
4.0000000000e-06, 0.000, 0.005, 0.000
5.0000000000e-06, 0.000, 0.004, 0.000
4.0000000000e-06, 0.000, 0.004, 0.000
5.0000000000e-06, 0.000, 0.004, 0.000
3.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.002, 0.180, 0.000
5.0000000000e-06, 0.000, 0.253, 0.000
4.0000000000e-06, 0.000, 0.005, 0.000
5.0000000000e-06, 0.000, 0.058, 0.000
5.0000000000e-06, 0.000, 0.105, 0.000
3.0000000000e-06, 0.000, 0.004, 0.000
4.0000000000e-06, 0.002, 0.176, 0.000
5.0000000000e-06, 0.001, 0.059, 0.000
4.0000000000e-06, 0.001, 0.173, 0.000
5.0000000000e-06, 0.001, 0.007, 0.000
4.0000000000e-06, 0.001, 0.086, 0.000
5.0000000000e-06, 0.000, 0.122, 0.000
4.0000000000e-06, 0.000, 0.004, 0.000
5.0000000000e-06, 0.000, 0.018, 0.000
3.0000000000e-06, 0.000, 0.028, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.004, 0.000
4.0000000000e-06, 0.000, 0.003, 0.000
3.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.002, 0.168, 0.000
4.0000000000e-06, 0.000, 0.243, 0.000
4.0000000000e-06, 0.000, 0.004, 0.000
3.0000000000e-06, 0.001, 0.145, 0.000
4.0000000000e-06, 0.000, 0.221, 0.000
3.0000000000e-06, 0.000, 0.005, 0.000
5.0000000000e-06, 0.000, 0.005, 0.000
4.0000000000e-06, 0.001, 0.066, 0.000
4.0000000000e-06, 0.000, 0.119, 0.000
4.0000000000e-06, 0.002, 0.198, 0.000
4.0000000000e-06, 0.001, 0.075, 0.000
5.0000000000e-06, 0.001, 0.155, 0.000
3.0000000000e-06, 0.001, 0.008, 0.000
4.0000000000e-06, 0.001, 0.088, 0.000
4.0000000000e-06, 0.000, 0.125, 0.000
4.0000000000e-06, 0.000, 0.005, 0.000
4.0000000000e-06, 0.002, 0.187, 0.000
5.0000000000e-06, 0.001, 0.255, 0.000
4.0000000000e-06, 0.000, 0.006, 0.000
4.0000000000e-06, 0.001, 0.053, 0.000
4.0000000000e-06, 0.000, 0.077, 0.000
5.0000000000e-06, 0.000, 0.071, 0.000
4.0000000000e-06, 0.000, 0.005, 0.000
5.0000000000e-06, 0.002, 0.170, 0.000
5.0000000000e-06, 0.000, 0.242, 0.000
4.0000000000e-06, 0.000, 0.006, 0.000
4.0000000000e-06, 0.000, 0.005, 0.000
5.0000000000e-06, 0.000, 0.004, 0.000
5.0000000000e-06, 0.000, 0.004, 0.000
5.0000000000e-06, 0.000, 0.004, 0.000
5.0000000000e-06, 0.000, 0.003, 0.000
4.0000000000e-06, 0.000, 0.003, 0.000
3.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.016, 0.000
4.0000000000e-06, 0.000, 0.023, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.001, 0.102, 0.000
3.0000000000e-06, 0.000, 0.132, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.001, 0.101, 0.000
4.0000000000e-06, 0.000, 0.127, 0.000
6.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.002, 0.127, 0.000
5.0000000000e-06, 0.000, 0.210, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.001, 0.129, 0.000
5.0000000000e-06, 0.000, 0.208, 0.000
4.0000000000e-06, 0.000, 0.004, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.003, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
3.0000000000e-06, 0.000, 0.002, 0.000
8.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
3.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
3.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.165, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.056, 0.000
4.0000000000e-06, 0.002, 0.056, 0.000
4.0000000000e-06, 0.000, 0.195, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
3.0000000000e-06, 0.000, 0.144, 0.000
4.0000000000e-06, 0.000, 0.003, 0.000
4.0000000000e-06, 0.000, 0.003, 0.000
4.0000000000e-06, 0.002, 0.138, 0.000
3.0000000000e-06, 0.000, 0.189, 0.000
3.0000000000e-06, 0.002, 0.178, 0.000
4.0000000000e-06, 0.000, 0.096, 0.000
3.0000000000e-06, 0.000, 0.097, 0.000
4.0000000000e-06, 0.000, 0.004, 0.000
5.0000000000e-06, 0.002, 0.130, 0.000
4.0000000000e-06, 0.000, 0.179, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
5.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.265, 0.000
5.0000000000e-06, 0.000, 0.004, 0.000
4.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.002, 0.190, 0.000
4.0000000000e-06, 0.000, 0.260, 0.000
4.0000000000e-06, 0.000, 0.005, 0.000
5.0000000000e-06, 0.000, 0.005, 0.000
4.0000000000e-06, 0.001, 0.243, 0.000
4.0000000000e-06, 0.000, 0.006, 0.000
5.0000000000e-06, 0.000, 0.006, 0.000
4.0000000000e-06, 0.001, 0.128, 0.000
3.0000000000e-06, 0.000, 0.006, 0.000
4.0000000000e-06, 0.000, 0.005, 0.000
3.0000000000e-06, 0.002, 0.129, 0.000
4.0000000000e-06, 0.000, 0.182, 0.000
3.0000000000e-06, 0.000, 0.003, 0.000
4.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
3.0000000000e-06, 0.001, 0.046, 0.000
5.0000000000e-06, 0.001, 0.046, 0.000
5.0000000000e-06, 0.000, 0.073, 0.000
3.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.001, 0.114, 0.000
5.0000000000e-06, 0.000, 0.191, 0.000
5.0000000000e-06, 0.000, 0.004, 0.000
5.0000000000e-06, 0.002, 0.177, 0.000
5.0000000000e-06, 0.000, 0.250, 0.000
3.0000000000e-06, 0.000, 0.005, 0.000
4.0000000000e-06, 0.000, 0.005, 0.000
3.0000000000e-06, 0.000, 0.081, 0.000
5.0000000000e-06, 0.000, 0.003, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
5.0000000000e-06, 0.000, 0.003, 0.000
5.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
3.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.002, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
4.0000000000e-06, 0.000, 0.001, 0.000
